attempt_id,test_id,user_id,start_time,end_time,test_type,score,is_free,questions_count,correct_answers_count,total_time_taken,test_completed,upgrade_now_email_status,test_result_email_status
72495,36,23893,1/03/2017 7:25,1/03/2017 7:49,3,56,1,25,14,1423,1,0,1
72496,45,23894,1/03/2017 7:31,1/03/2017 7:46,2,44,1,25,11,892,1,0,1
72497,26,23410,1/03/2017 7:54,1/03/2017 7:56,1,4,1,25,1,134,1,0,0
72498,36,23881,1/03/2017 7:41,1/03/2017 7:57,3,92,1,25,23,1007,1,0,0
72499,26,23895,1/03/2017 7:53,1/03/2017 8:05,1,72,1,25,18,752,1,0,1
72500,26,23896,1/03/2017 7:54,1/03/2017 8:11,1,32,1,25,8,1043,1,0,1
72501,26,23897,1/03/2017 7:57,1/03/2017 8:13,1,48,1,25,12,923,1,0,1
72502,36,2787,1/03/2017 8:01,1/03/2017 8:18,3,64,1,25,16,1045,1,0,0
72503,26,23898,1/03/2017 8:29,1/03/2017 8:41,1,52,1,25,13,762,1,0,1
72504,26,23890,1/03/2017 8:41,1/03/2017 8:53,1,72,1,25,18,745,1,0,0
72505,36,23613,1/03/2017 8:42,1/03/2017 8:54,3,40,1,25,10,767,1,1,0
72506,36,6974,1/03/2017 8:46,1/03/2017 9:07,3,60,1,25,15,1271,1,0,0
72507,45,23899,1/03/2017 8:59,1/03/2017 9:19,2,32,1,25,8,1184,1,0,1
72508,45,22507,1/03/2017 9:00,1/03/2017 9:18,2,60,1,25,15,1107,1,1,0
72509,45,23358,1/03/2017 9:30,1/03/2017 9:46,2,80,1,25,20,967,1,1,0
72510,26,23900,1/03/2017 9:35,1/03/2017 9:53,1,60,1,25,15,1127,1,0,1
72511,45,23867,1/03/2017 9:38,1/03/2017 9:56,2,84,1,25,21,1087,1,0,0
72512,26,23901,1/03/2017 9:46,1/03/2017 9:56,1,76,1,25,19,601,1,0,1
72513,36,23902,1/03/2017 9:34,1/03/2017 9:59,3,28,1,25,7,1489,1,0,1
72514,45,23309,1/03/2017 9:39,1/03/2017 9:59,2,68,1,25,17,1193,1,0,0
72515,26,23903,1/03/2017 9:56,1/03/2017 10:04,1,60,1,25,15,490,1,0,1
72516,45,5140,1/03/2017 9:54,1/03/2017 10:14,2,68,1,25,17,1174,1,0,0
72517,45,23675,1/03/2017 9:55,1/03/2017 10:15,2,44,1,25,11,1198,1,1,0
72518,25,23309,1/03/2017 10:07,1/03/2017 10:24,1,68,0,25,17,1020,1,0,0
72519,26,23900,1/03/2017 10:11,1/03/2017 10:20,1,92,1,25,23,562,1,0,0
72520,45,23901,1/03/2017 10:08,1/03/2017 10:24,2,32,1,25,8,938,1,0,0
72521,45,23904,1/03/2017 10:27,1/03/2017 10:46,2,32,1,25,8,1124,1,0,1
72522,36,23902,1/03/2017 10:12,1/03/2017 10:37,3,76,1,25,19,1498,1,0,0
72523,45,21474,1/03/2017 11:31,1/03/2017 11:49,2,72,1,25,18,1064,1,0,0
72524,45,23875,1/03/2017 11:34,1/03/2017 11:52,2,36,1,25,9,1080,1,0,1
72525,26,23734,1/03/2017 12:04,1/03/2017 12:19,1,60,1,25,15,865,1,0,0
72526,36,23844,1/03/2017 12:04,1/03/2017 12:21,3,72,1,25,18,986,1,0,1
72527,36,23905,1/03/2017 12:19,1/03/2017 12:43,3,64,1,25,16,1456,1,0,1
72528,45,23844,1/03/2017 12:27,1/03/2017 12:40,2,56,1,25,14,774,1,1,0
72529,36,23906,1/03/2017 12:34,1/03/2017 12:56,3,40,1,25,10,1298,1,0,1
72530,36,21474,1/03/2017 12:51,1/03/2017 13:05,3,72,1,25,18,826,1,1,0
72531,26,23907,1/03/2017 12:57,1/03/2017 13:07,1,52,1,25,13,615,1,0,1
72532,45,23908,1/03/2017 12:55,1/03/2017 13:15,2,68,1,25,17,1198,1,0,1
72533,36,23909,1/03/2017 12:57,1/03/2017 13:19,3,36,1,25,9,1341,1,0,1
72534,35,23602,1/03/2017 13:07,1/03/2017 13:27,1,68,0,25,17,1181,1,0,0
72535,26,23910,1/03/2017 13:16,1/03/2017 13:31,1,48,1,25,12,851,1,0,1
72536,45,23911,1/03/2017 13:22,1/03/2017 13:40,2,52,1,25,13,1081,1,0,1
72537,26,23912,1/03/2017 13:22,1/03/2017 13:39,1,60,1,25,15,1034,1,0,1
72538,36,23908,1/03/2017 13:19,1/03/2017 13:44,3,52,1,25,13,1499,1,0,0
72539,45,23602,1/03/2017 13:33,1/03/2017 13:53,2,48,1,25,12,1161,1,0,0
72540,26,12142,1/03/2017 14:04,1/03/2017 14:13,1,100,1,25,25,545,1,0,0
72541,43,23602,1/03/2017 13:57,1/03/2017 14:18,3,76,0,25,19,1274,1,0,0
72542,36,377,1/03/2017 13:48,1/03/2017 14:13,3,76,1,25,19,1499,1,0,0
72543,36,23844,1/03/2017 14:20,1/03/2017 14:32,3,76,1,25,19,693,1,0,0
72544,45,22835,1/03/2017 14:18,1/03/2017 14:37,2,0,1,25,0,1164,1,1,0
72545,26,23913,1/03/2017 14:47,1/03/2017 14:54,1,56,1,25,14,423,1,0,1
72546,36,23912,1/03/2017 14:20,1/03/2017 14:45,3,52,1,25,13,1451,1,0,0
72547,26,23911,1/03/2017 14:47,1/03/2017 14:58,1,72,1,25,18,665,1,0,0
72548,36,23913,1/03/2017 14:57,1/03/2017 15:06,3,32,1,25,8,565,1,0,0
72549,56,7636,1/03/2017 14:46,1/03/2017 15:05,2,40,0,25,10,1125,1,0,0
72550,36,23223,1/03/2017 14:59,1/03/2017 15:12,3,80,1,25,20,802,1,0,1
72551,36,23914,1/03/2017 15:07,1/03/2017 15:29,3,60,1,25,15,1304,1,0,1
72552,29,23496,1/03/2017 15:30,1/03/2017 15:52,3,80,0,25,20,1370,1,0,0
72553,26,23915,1/03/2017 15:48,1/03/2017 16:05,1,76,1,25,19,1028,1,0,1
72554,49,13124,1/03/2017 15:45,1/03/2017 16:05,2,56,0,25,14,1195,1,0,0
72555,26,377,1/03/2017 16:05,1/03/2017 16:16,1,76,1,25,19,696,1,0,0
72556,36,23917,1/03/2017 15:50,1/03/2017 16:10,3,24,1,25,6,1176,1,0,1
72557,36,23918,1/03/2017 15:57,1/03/2017 16:19,3,32,1,25,8,1349,1,0,1
72558,36,23911,1/03/2017 16:20,1/03/2017 16:40,3,36,1,25,9,1172,1,1,0
72559,26,23919,1/03/2017 16:24,1/03/2017 16:42,1,52,1,25,13,1126,1,0,1
72560,36,21942,1/03/2017 16:28,1/03/2017 16:53,3,88,1,25,22,1497,1,0,0
72561,36,13124,1/03/2017 16:29,1/03/2017 16:53,3,68,1,25,17,1444,1,0,0
72562,45,23858,1/03/2017 15:55,1/03/2017 16:14,2,44,1,25,11,1172,1,0,0
72563,26,23920,1/03/2017 16:51,1/03/2017 17:06,1,32,1,25,8,909,1,0,1
72564,45,377,1/03/2017 16:49,1/03/2017 17:07,2,60,1,25,15,1096,1,0,0
72565,36,23921,1/03/2017 17:09,1/03/2017 17:34,3,52,1,25,13,1474,1,0,1
72566,36,23922,1/03/2017 17:11,1/03/2017 17:33,3,40,1,25,10,1364,1,0,1
72567,36,23923,1/03/2017 17:45,1/01/1970 10:00,3,0,1,25,0,0,1,0,1
72568,49,23758,1/03/2017 17:35,1/03/2017 17:51,2,40,0,25,10,952,1,0,0
72569,26,23924,1/03/2017 17:55,1/03/2017 18:11,1,56,1,25,14,975,1,0,1
72570,36,23925,1/03/2017 17:47,1/03/2017 18:12,3,36,1,25,9,1484,1,0,1
72571,26,23926,1/03/2017 17:53,1/03/2017 18:13,1,76,1,25,19,1194,1,0,1
72572,26,23927,1/03/2017 18:10,1/03/2017 18:22,1,72,1,25,18,741,1,0,1
72573,26,20968,1/03/2017 18:20,1/03/2017 18:29,1,84,1,25,21,555,1,0,0
72574,45,23928,1/03/2017 18:16,1/03/2017 18:34,2,52,1,25,13,1071,1,0,1
72575,36,23929,1/03/2017 18:22,1/03/2017 18:32,3,28,1,25,7,563,1,0,1
72576,36,23912,1/03/2017 18:17,1/03/2017 18:28,3,28,1,25,7,671,1,1,0
72577,56,23758,1/03/2017 18:35,1/03/2017 18:52,2,32,0,25,8,1030,1,0,0
72578,45,23929,1/03/2017 18:41,1/03/2017 18:53,2,20,1,25,5,713,1,0,0
72579,36,23930,1/03/2017 18:47,1/03/2017 19:04,3,40,1,25,10,1026,1,0,1
72580,26,23872,1/03/2017 18:58,1/03/2017 19:08,1,80,1,25,20,595,1,0,0
72581,45,23847,1/03/2017 18:46,1/03/2017 19:02,2,32,1,25,8,956,1,0,0
72582,36,23931,1/03/2017 18:52,1/03/2017 19:17,3,40,1,25,10,1493,1,0,1
72583,26,23900,1/03/2017 19:16,1/03/2017 19:23,1,92,1,25,23,374,1,1,0
72584,45,23932,1/03/2017 18:35,1/03/2017 18:55,2,52,1,25,13,1177,1,0,1
72585,26,23796,1/03/2017 19:23,1/03/2017 19:36,1,68,1,25,17,788,1,0,0
72586,36,23933,1/03/2017 19:13,1/03/2017 19:38,3,72,1,25,18,1495,1,0,1
72587,45,21942,1/03/2017 19:24,1/03/2017 19:43,2,80,1,25,20,1171,1,0,0
72588,26,23934,1/03/2017 19:27,1/03/2017 19:44,1,52,1,25,13,1034,1,0,1
72589,45,8215,1/03/2017 19:31,1/03/2017 19:50,2,32,1,25,8,1168,1,0,0
72590,26,23935,1/03/2017 19:41,1/03/2017 19:51,1,64,1,25,16,577,1,0,1
72591,19,23858,1/03/2017 19:14,1/03/2017 19:34,2,56,0,25,14,1178,1,0,0
72592,36,23936,1/03/2017 19:39,1/03/2017 20:02,3,68,1,25,17,1405,1,0,1
72593,26,23276,1/03/2017 20:01,1/03/2017 20:07,1,60,1,25,15,338,1,0,0
72594,45,23912,1/03/2017 20:03,1/03/2017 20:22,2,28,1,25,7,1146,1,0,0
72595,36,23937,1/03/2017 20:04,1/03/2017 20:28,3,64,1,25,16,1483,1,0,1
72596,26,23938,1/03/2017 20:15,1/03/2017 20:34,1,60,1,25,15,1100,1,0,1
72597,26,23939,1/03/2017 20:32,1/03/2017 20:40,1,80,1,25,20,490,1,0,1
72598,45,23905,1/03/2017 20:35,1/03/2017 20:41,2,52,1,25,13,304,1,0,0
72599,45,23772,1/03/2017 20:32,1/03/2017 20:45,2,40,1,25,10,774,1,0,0
72600,36,2787,1/03/2017 20:42,1/03/2017 20:56,3,64,1,25,16,860,1,1,0
72601,28,23858,1/03/2017 20:43,1/03/2017 21:01,2,20,0,25,5,1085,1,0,0
72602,36,23937,1/03/2017 20:47,1/03/2017 21:03,3,64,1,25,16,978,1,0,0
72603,36,23939,1/03/2017 20:48,1/03/2017 21:07,3,52,1,25,13,1158,1,0,0
72604,26,23940,1/03/2017 21:16,1/03/2017 21:28,1,64,1,25,16,726,1,0,1
72605,36,23941,1/03/2017 20:50,1/03/2017 20:52,3,4,1,25,1,79,1,0,1
72606,45,23934,1/03/2017 21:09,1/03/2017 21:23,2,28,1,25,7,849,1,0,0
72607,20,23868,1/03/2017 21:07,1/03/2017 21:31,3,36,0,25,9,1445,1,0,0
72608,45,23942,1/03/2017 21:19,1/03/2017 21:38,2,28,1,25,7,1142,1,0,1
72609,26,23943,1/03/2017 21:29,1/03/2017 21:43,1,76,1,25,19,847,1,0,1
72610,36,23940,1/03/2017 21:29,1/03/2017 21:48,3,52,1,25,13,1128,1,0,0
72611,36,377,1/03/2017 21:32,1/03/2017 21:56,3,60,1,25,15,1483,1,0,0
72612,19,19619,1/03/2017 21:41,1/03/2017 21:59,2,84,0,25,21,1049,1,0,0
72613,26,23944,1/03/2017 21:33,1/03/2017 21:41,1,64,1,25,16,514,1,0,1
72614,45,23910,1/03/2017 22:01,1/03/2017 22:20,2,80,1,25,20,1120,1,0,1
72615,26,23945,1/03/2017 22:12,1/03/2017 22:24,1,92,1,25,23,723,1,0,1
72616,26,23946,1/03/2017 22:18,1/03/2017 22:25,1,64,1,25,16,390,1,0,1
72617,45,23947,1/03/2017 22:06,1/03/2017 22:26,2,28,1,25,7,1162,1,0,1
72618,19,22252,1/03/2017 22:11,1/03/2017 22:31,2,60,0,25,15,1199,1,0,0
72619,26,377,1/03/2017 22:19,1/03/2017 22:32,1,60,1,25,15,781,1,0,0
72620,26,23675,1/03/2017 22:29,1/03/2017 22:37,1,88,1,25,22,482,1,0,0
72621,45,23948,1/03/2017 22:22,1/03/2017 22:41,2,36,1,25,9,1168,1,0,1
72622,26,23910,1/03/2017 22:31,1/03/2017 22:42,1,72,1,25,18,684,1,1,0
72623,29,23868,1/03/2017 22:24,1/03/2017 22:47,3,60,0,25,15,1415,1,0,0
72624,36,4227,1/03/2017 22:35,1/03/2017 22:51,3,100,1,25,25,938,1,0,0
72625,26,23169,1/03/2017 22:21,1/03/2017 22:41,1,72,1,25,18,1188,1,0,0
72626,36,377,1/03/2017 22:36,1/03/2017 22:55,3,36,1,25,9,1115,1,0,0
72627,36,23949,1/03/2017 22:42,1/03/2017 23:07,3,44,1,25,11,1481,1,0,1
72628,45,23948,1/03/2017 22:51,1/03/2017 23:10,2,52,1,25,13,1155,1,0,0
72629,45,23950,1/03/2017 22:52,1/03/2017 23:12,2,80,1,25,20,1164,1,0,1
72630,26,23881,1/03/2017 23:05,1/03/2017 23:23,1,44,1,25,11,1069,1,1,0
72631,19,11043,1/03/2017 23:12,1/03/2017 23:31,2,40,0,25,10,1157,1,0,0
72632,45,23948,1/03/2017 23:18,1/03/2017 23:33,2,88,1,25,22,888,1,1,0
72633,36,23951,1/03/2017 23:10,1/03/2017 23:35,3,48,1,25,12,1494,1,0,1
72634,36,23952,1/03/2017 23:24,1/03/2017 23:49,3,72,1,25,18,1495,1,0,1
72635,45,23931,1/03/2017 23:49,2/03/2017 0:09,2,40,1,25,10,1144,1,0,0
72636,36,23948,1/03/2017 23:48,2/03/2017 0:09,3,44,1,25,11,1276,1,0,0
72637,36,23953,1/03/2017 23:48,2/03/2017 0:08,3,28,1,25,7,1158,1,0,1
72638,26,23890,2/03/2017 0:39,2/03/2017 0:47,1,88,1,25,22,453,1,1,1
72639,36,23890,2/03/2017 1:02,2/03/2017 1:21,3,84,1,25,21,1123,1,0,0
72640,26,23952,2/03/2017 1:13,2/03/2017 1:21,1,60,1,25,15,478,1,0,0
72641,26,23932,2/03/2017 1:07,2/03/2017 1:24,1,36,1,25,9,1000,1,0,0
72642,26,23954,2/03/2017 1:11,2/03/2017 1:29,1,52,1,25,13,1088,1,0,1
72643,45,23955,2/03/2017 1:14,2/03/2017 1:30,2,44,1,25,11,943,1,0,1
72644,26,23956,2/03/2017 1:24,2/03/2017 1:39,1,64,1,25,16,889,1,0,1
72645,26,23932,2/03/2017 1:32,2/03/2017 1:39,1,56,1,25,14,429,1,1,0
72646,45,23207,2/03/2017 1:24,2/03/2017 1:43,2,44,1,25,11,1174,1,0,0
72647,45,23954,2/03/2017 1:50,2/03/2017 2:08,2,16,1,25,4,1112,1,0,0
72648,36,23957,2/03/2017 1:52,2/03/2017 2:09,3,24,1,25,6,1017,1,0,1
72649,26,23958,2/03/2017 2:14,2/03/2017 2:28,1,72,1,25,18,805,1,0,1
72650,45,23207,2/03/2017 2:14,2/03/2017 2:33,2,80,1,25,20,1187,1,1,0
72651,45,23959,2/03/2017 2:13,2/03/2017 2:33,2,36,1,25,9,1186,1,0,1
72652,26,23960,2/03/2017 2:24,2/03/2017 2:37,1,72,1,25,18,793,1,0,1
72653,45,23961,2/03/2017 2:18,2/03/2017 2:34,2,32,1,25,8,944,1,0,1
72654,26,23881,2/03/2017 2:32,2/03/2017 2:40,1,100,1,25,25,428,1,0,0
72655,45,23954,2/03/2017 2:28,2/03/2017 2:43,2,52,1,25,13,921,1,1,0
72656,45,23958,2/03/2017 2:31,2/03/2017 2:46,2,28,1,25,7,867,1,0,0
72657,21,23742,2/03/2017 2:39,2/03/2017 2:59,1,72,0,25,18,1178,1,0,0
72658,36,23934,2/03/2017 2:50,2/03/2017 3:00,3,24,1,25,6,654,1,1,0
72659,36,23207,2/03/2017 2:46,2/03/2017 3:11,3,56,1,25,14,1495,1,0,0
72660,45,23958,2/03/2017 2:52,2/03/2017 3:02,2,44,1,25,11,564,1,1,0
72661,26,23962,2/03/2017 3:00,2/03/2017 3:14,1,88,1,25,22,846,1,0,1
72662,26,23959,2/03/2017 3:06,2/03/2017 3:17,1,80,1,25,20,653,1,0,0
72663,45,23961,2/03/2017 2:40,2/03/2017 2:59,2,72,1,25,18,1185,1,0,0
72664,45,23963,2/03/2017 3:07,2/03/2017 3:26,2,52,1,25,13,1162,1,0,1
72665,44,23742,2/03/2017 3:08,2/03/2017 3:28,2,24,0,25,6,1193,1,0,0
72666,45,23958,2/03/2017 3:26,2/03/2017 3:31,2,68,1,25,17,324,1,0,0
72667,45,23964,2/03/2017 3:21,2/03/2017 3:28,2,28,1,25,7,431,1,0,1
72668,45,23965,2/03/2017 3:30,2/03/2017 3:46,2,16,1,25,4,948,1,0,1
72669,45,23131,2/03/2017 3:29,2/03/2017 3:47,2,76,1,25,19,1104,1,0,0
72670,20,11043,2/03/2017 3:36,2/03/2017 3:58,3,24,0,25,6,1298,1,0,0
72671,45,23966,2/03/2017 3:43,2/03/2017 4:03,2,72,1,25,18,1189,1,0,1
72672,45,23967,2/03/2017 4:06,2/03/2017 4:25,2,32,1,25,8,1155,1,0,1
72673,45,23968,2/03/2017 4:16,2/03/2017 4:36,2,64,1,25,16,1188,1,0,1
72674,26,23969,2/03/2017 4:28,2/03/2017 4:47,1,44,1,25,11,1127,1,0,1
72675,45,23713,2/03/2017 5:05,2/03/2017 5:05,2,0,1,25,0,0,1,0,0
72676,26,23970,2/03/2017 5:08,2/03/2017 5:10,1,48,1,25,12,106,1,0,1
72677,45,23969,2/03/2017 4:51,2/03/2017 5:02,2,16,1,25,4,665,1,0,0
72678,36,23968,2/03/2017 4:48,2/03/2017 5:13,3,32,1,25,8,1478,1,0,0
72679,45,23971,2/03/2017 4:59,2/03/2017 5:19,2,52,1,25,13,1195,1,0,1
72680,28,11043,2/03/2017 5:09,2/03/2017 5:28,2,36,0,25,9,1140,1,0,0
72681,36,23972,2/03/2017 5:16,2/03/2017 5:34,3,28,1,25,7,1087,1,0,1
72682,36,23969,2/03/2017 5:13,2/03/2017 5:16,3,4,1,25,1,171,1,1,0
72683,26,23973,2/03/2017 5:31,2/03/2017 5:45,1,64,1,25,16,836,1,0,1
72684,26,23974,2/03/2017 5:38,2/03/2017 5:48,1,80,1,25,20,550,1,0,1
72685,20,23884,2/03/2017 5:26,2/03/2017 5:51,3,44,0,25,11,1494,1,0,0
72686,45,23675,2/03/2017 5:58,2/03/2017 6:03,2,8,1,25,2,343,1,1,0
72687,26,23975,2/03/2017 5:52,2/03/2017 6:01,1,48,1,25,12,553,1,0,1
72688,36,23968,2/03/2017 6:01,2/03/2017 6:23,3,48,1,25,12,1329,1,1,0
72689,26,23976,2/03/2017 6:07,2/03/2017 6:23,1,80,1,25,20,944,1,0,1
72690,43,13124,2/03/2017 6:12,2/03/2017 6:35,3,88,0,25,22,1393,1,0,0
72691,36,23977,2/03/2017 6:06,2/03/2017 6:29,3,64,1,25,16,1388,1,0,1
72692,36,23978,2/03/2017 6:20,2/03/2017 6:45,3,48,1,25,12,1498,1,0,1
72693,26,23979,2/03/2017 6:32,2/03/2017 6:48,1,60,1,25,15,975,1,0,1
72694,45,23976,2/03/2017 6:50,2/03/2017 7:00,2,12,1,25,3,612,1,0,0
72695,44,11043,2/03/2017 6:59,2/03/2017 7:17,2,40,0,25,10,1073,1,0,0
72696,56,13124,2/03/2017 7:08,2/03/2017 7:25,2,36,0,25,9,1049,1,0,0
72697,36,23980,2/03/2017 7:08,2/03/2017 7:32,3,64,1,25,16,1437,1,0,1
72698,26,23981,2/03/2017 7:18,2/03/2017 7:33,1,68,1,25,17,920,1,0,1
72699,49,11043,2/03/2017 7:50,2/03/2017 7:55,2,4,0,25,1,299,1,0,0
72700,45,23981,2/03/2017 7:42,2/03/2017 7:44,2,8,1,25,2,135,1,0,0
72701,45,23982,2/03/2017 7:46,2/03/2017 8:03,2,64,1,25,16,1030,1,0,1
72702,49,13124,2/03/2017 7:49,2/03/2017 8:08,2,68,0,25,17,1147,1,0,0
72703,18,11043,2/03/2017 8:07,2/03/2017 8:08,1,4,0,25,1,70,1,0,0
72704,45,377,2/03/2017 7:52,2/03/2017 8:09,2,60,1,25,15,1013,1,0,0
72705,36,23867,2/03/2017 7:58,2/03/2017 8:22,3,56,1,25,14,1441,1,1,0
72706,45,23983,2/03/2017 8:04,2/03/2017 8:15,2,24,1,25,6,664,1,0,1
72707,26,23980,2/03/2017 8:21,2/03/2017 8:35,1,80,1,25,20,848,1,0,0
72708,29,23884,2/03/2017 8:16,2/03/2017 8:41,3,40,0,25,10,1499,1,0,0
72709,45,23983,2/03/2017 8:25,2/03/2017 8:45,2,44,1,25,11,1180,1,0,0
72710,36,23985,2/03/2017 8:36,2/03/2017 8:56,3,36,1,25,9,1188,1,0,1
72711,26,23984,2/03/2017 8:51,2/03/2017 9:03,1,76,1,25,19,735,1,0,0
72712,26,23986,2/03/2017 9:02,2/03/2017 9:11,1,72,1,25,18,531,1,0,1
72713,45,13124,2/03/2017 9:04,2/03/2017 9:23,2,96,1,25,24,1165,1,0,0
72714,45,23987,2/03/2017 9:06,2/03/2017 9:25,2,60,1,25,15,1176,1,0,1
72715,45,23988,2/03/2017 9:37,2/03/2017 9:43,2,32,1,25,8,307,1,0,1
72716,44,13124,2/03/2017 9:26,2/03/2017 9:44,2,60,0,25,15,1045,1,0,0
72717,36,22970,2/03/2017 9:31,2/03/2017 9:49,3,52,1,25,13,1100,1,0,0
72718,36,23989,2/03/2017 9:42,2/03/2017 10:05,3,32,1,25,8,1327,1,0,1
72719,45,23990,2/03/2017 9:49,2/03/2017 10:09,2,44,1,25,11,1178,1,0,1
72720,26,23990,2/03/2017 10:43,2/03/2017 10:53,1,64,1,25,16,596,1,0,0
72721,26,23992,2/03/2017 10:51,2/03/2017 10:59,1,36,1,25,9,446,1,0,1
72722,26,23993,2/03/2017 10:52,2/03/2017 11:01,1,56,1,25,14,560,1,0,1
72723,45,23994,2/03/2017 10:47,2/03/2017 11:05,2,44,1,25,11,1081,1,0,1
72724,45,23905,2/03/2017 10:37,2/03/2017 10:37,2,8,1,25,2,30,1,1,0
72725,26,23995,2/03/2017 11:02,2/03/2017 11:13,1,68,1,25,17,668,1,0,1
72726,29,22983,2/03/2017 10:51,2/03/2017 11:10,3,56,0,25,14,1155,1,0,0
72727,36,23990,2/03/2017 10:57,2/03/2017 11:22,3,52,1,25,13,1498,1,1,0
72728,45,19619,2/03/2017 11:03,2/03/2017 11:20,2,64,1,25,16,1025,1,0,0
72729,45,23994,2/03/2017 11:09,2/03/2017 11:27,2,68,1,25,17,1050,1,0,0
72730,26,14235,2/03/2017 11:21,2/03/2017 11:32,1,64,1,25,16,698,1,0,0
72731,26,23996,2/03/2017 11:28,2/03/2017 11:42,1,56,1,25,14,798,1,0,1
72732,26,23997,2/03/2017 11:38,2/03/2017 11:47,1,76,1,25,19,549,1,0,1
72733,43,7636,2/03/2017 11:47,2/03/2017 12:02,3,84,0,25,21,894,1,0,0
72734,26,23998,2/03/2017 11:55,2/03/2017 12:09,1,60,1,25,15,871,1,0,1
72735,36,19619,2/03/2017 11:49,2/03/2017 12:12,3,56,1,25,14,1359,1,0,0
72736,26,23967,2/03/2017 12:02,2/03/2017 12:17,1,60,1,25,15,924,1,0,0
72737,26,23999,2/03/2017 12:08,2/03/2017 12:19,1,60,1,25,15,644,1,0,1
72738,45,24000,2/03/2017 11:50,2/03/2017 12:10,2,40,1,25,10,1192,1,0,1
72739,20,23887,2/03/2017 12:02,2/03/2017 12:26,3,24,0,25,6,1435,1,0,0
72740,36,23999,2/03/2017 12:23,2/03/2017 12:34,3,20,1,25,5,645,1,0,0
72741,35,7636,2/03/2017 12:21,2/03/2017 12:34,1,76,0,25,19,759,1,0,0
72742,45,14235,2/03/2017 12:58,2/03/2017 12:59,2,8,1,25,2,46,1,0,0
72743,45,23912,2/03/2017 12:47,2/03/2017 13:07,2,40,1,25,10,1194,1,1,0
72744,36,23998,2/03/2017 12:46,2/03/2017 13:11,3,36,1,25,9,1483,1,0,0
72745,36,19619,2/03/2017 12:47,2/03/2017 13:07,3,72,1,25,18,1199,1,0,0
72746,19,7636,2/03/2017 12:58,2/03/2017 13:13,2,92,0,25,23,896,1,0,0
72747,26,11684,2/03/2017 12:58,2/03/2017 13:18,1,44,1,25,11,1180,1,0,0
72748,45,24001,2/03/2017 12:58,2/03/2017 13:15,2,40,1,25,10,1002,1,0,1
72749,36,23994,2/03/2017 13:02,2/03/2017 13:22,3,44,1,25,11,1194,1,1,0
72750,20,14235,2/03/2017 13:09,2/03/2017 13:34,3,64,0,25,16,1499,1,0,0
72751,26,19619,2/03/2017 13:31,2/03/2017 13:43,1,60,1,25,15,691,1,0,0
72752,18,23887,2/03/2017 13:34,2/03/2017 13:53,1,60,0,25,15,1149,1,0,0
72753,36,24002,2/03/2017 13:30,2/03/2017 13:55,3,40,1,25,10,1499,1,0,1
72754,36,11684,2/03/2017 13:41,2/03/2017 14:03,3,40,1,25,10,1365,1,1,0
72755,18,23887,2/03/2017 14:02,2/03/2017 14:07,1,100,0,25,25,329,1,0,0
72756,36,20302,2/03/2017 13:53,2/03/2017 14:18,3,64,1,25,16,1498,1,1,1
72757,26,24003,2/03/2017 14:09,2/03/2017 14:20,1,76,1,25,19,658,1,0,1
72758,21,23887,2/03/2017 14:09,2/03/2017 14:28,1,48,0,25,12,1153,1,0,0
72759,45,11684,2/03/2017 14:12,2/03/2017 14:32,2,32,1,25,8,1190,1,0,0
72760,20,23262,2/03/2017 14:12,2/03/2017 14:37,3,68,0,25,17,1498,1,0,0
72761,49,23858,2/03/2017 14:24,2/03/2017 14:40,2,28,0,25,7,943,1,0,0
72762,36,24003,2/03/2017 14:33,2/03/2017 14:57,3,64,1,25,16,1435,1,0,0
72763,36,24004,2/03/2017 14:33,2/03/2017 14:58,3,24,1,25,6,1493,1,0,1
72764,36,23382,2/03/2017 14:36,2/03/2017 14:59,3,56,1,25,14,1374,1,0,0
72765,36,24003,2/03/2017 15:01,1/01/1970 10:00,3,0,1,25,0,0,1,0,0
72766,28,23858,2/03/2017 14:47,2/03/2017 15:07,2,32,0,25,8,1197,1,0,0
72767,45,24004,2/03/2017 15:05,2/03/2017 15:08,2,24,1,25,6,205,1,0,0
72768,45,24005,2/03/2017 14:54,2/03/2017 15:07,2,12,1,25,3,763,1,0,1
72769,45,24005,2/03/2017 15:17,2/03/2017 15:17,2,4,1,25,1,48,1,0,0
72770,45,23940,2/03/2017 15:02,2/03/2017 15:21,2,68,1,25,17,1161,1,1,0
72771,42,22581,2/03/2017 15:39,2/03/2017 16:02,3,88,0,25,22,1381,1,0,0
72772,36,24004,2/03/2017 15:55,2/03/2017 16:05,3,40,1,25,10,619,1,1,0
72773,36,24003,2/03/2017 16:01,2/03/2017 16:15,3,56,1,25,14,854,1,0,0
72774,36,23953,2/03/2017 17:22,2/03/2017 17:40,3,64,1,25,16,1058,1,0,0
72775,21,23747,2/03/2017 17:38,2/03/2017 17:47,1,92,0,25,23,562,1,0,0
72776,26,24006,2/03/2017 17:35,2/03/2017 17:50,1,80,1,25,20,891,1,0,1
72777,45,24003,2/03/2017 17:30,2/03/2017 17:50,2,28,1,25,7,1176,1,1,0
72778,36,24007,2/03/2017 17:28,2/03/2017 17:52,3,48,1,25,12,1439,1,0,1
72779,36,23124,2/03/2017 17:47,2/03/2017 17:53,3,16,1,25,4,316,1,0,0
72780,26,24008,2/03/2017 17:49,2/03/2017 18:01,1,68,1,25,17,703,1,0,1
